id,name,name_en,district_id,district_name,sub_district_id,sub_district_name,municipal_status_id,municipal_status_name,coordinates_itm_east,coordinates_itm_north,coordinates_wgs84_latitude,coordinates_wgs84_longitude,population,natural_region_id,natural_region_name,type_of_locality_id,type_of_locality_group,type_of_locality_form,local_authorities_cluster_id,local_authorities_cluster_name,previous_names,merged_locality_names
187,"כפר הס","Kefar Hess",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",193950,683660,32.24634,34.93386,1582,411,"מערב השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
217,"כפר הרא""ה","Kefar HaRo'e",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",191920,699670,32.39066,34.91186,1483,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
888,"כפר הרי""ף","Kefar Harif",6,"הדרום",61,"אשקלון",35,"מועצה אזורית יואב",180450,628170,31.74555,34.79285,844,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
190,"כפר ויתקין","Kefar Vitkin",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",188720,698680,32.38165,34.87788,1982,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
320,"כפר ורבורג","Kefar Warburg",6,"הדרום",61,"אשקלון",33,"מועצה אזורית באר טוביה",174170,625270,31.71917,34.72671,1161,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
1263,"כפר ורדים","Kefar Weradim",2,"הצפון",24,"עכו",99,"מועצה מקומית",225500,766760,32.99595,35.26918,5531,243,"אזור יחיעם",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",212,"אשכול רשויות גליל מערבי",,
1325,"כפר זוהרים","Kefar Zoharim",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",192920,614360,31.62136,34.92483,149,112,"שפלת יהודה",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
786,"כפר זיתים","Kefar Zetim",2,"הצפון",22,"כנרת",3,"מועצה אזורית הגליל התחתון",243710,746380,32.81193,35.46349,793,222,"גליל תחתון מזרחי",310,"יישוב כפרי","מושבים",214,"אשכול רשויות הכנרת והעמקים",,
696,"כפר חב""ד","Kefar Habad",4,"המרכז",43,"רמלה",40,"מועצה אזורית שדות דן",185970,655280,31.99021,34.85017,6797,432,"אזור רמלה",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",,,,
609,"כפר חושן","Kefar Hoshen",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",241360,768580,33.01215,35.43892,805,212,"גליל עליון מזרחי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי","ספסופה",
255,"כפר חיטים","Kefar Hittim",2,"הצפון",22,"כנרת",3,"מועצה אזורית הגליל התחתון",247390,745190,32.80111,35.50274,618,222,"גליל תחתון מזרחי",320,"יישוב כפרי","מושבים שיתופיים",214,"אשכול רשויות הכנרת והעמקים",,
193,"כפר חיים","Kefar Hayyim",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",190820,695630,32.35421,34.90029,639,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
1297,"כפר חנניה","Kefar Hananya",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",239920,757810,32.91507,35.42327,762,212,"גליל עליון מזרחי",370,"יישוב כפרי","יישובים קהילתיים",211,"אשכול רשויות גליל מזרחי",,
112,"כפר חסידים א'","Kefar Hasidim Alef",3,"חיפה",31,"חיפה",12,"מועצה אזורית זבולון",208980,739550,32.75056,35.09272,814,311,"אזור חיפה",310,"יישוב כפרי","מושבים",310,"אשכול רשויות המפרץ",,
889,"כפר חסידים ב'","Kefar Hasidim Bet",3,"חיפה",31,"חיפה",12,"מועצה אזורית זבולון",208490,739480,32.74993,35.08749,305,311,"אזור חיפה",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",310,"אשכול רשויות המפרץ",,
4004,"כפר חרוב","Kefar Haruv",2,"הצפון",29,"גולן",71,"מועצה אזורית גולן",262450,740990,32.76276,35.66333,478,294,"גולן דרומי",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
673,"כפר טרומן","Kefar Truman",4,"המרכז",43,"רמלה",25,"מועצה אזורית חבל מודיעין",192970,654180,31.98047,34.92427,908,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
507,"כפר יאסיף","Kafar Yasif",2,"הצפון",24,"עכו",99,"מועצה מקומית",215580,762100,32.95394,35.16305,10324,245,"אזור נהריה",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",,,,
233,"כפר ידידיה","Kefar Yedidya",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",190650,694690,32.34572,34.89851,751,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
140,"כפר יהושע","Kefar Yehoshua",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",214560,732000,32.68252,35.1523,1244,235,"אזור יקנעם",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
168,"כפר יונה","Kefar Yona",4,"המרכז",41,"השרון",0,"עירייה",193830,691320,32.31541,34.93238,27897,411,"מערב השרון",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,,
85,"כפר יחזקאל","Kefar Yehezqel",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",234030,719220,32.5672,35.3597,1255,232,"עמק חרוד",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
170,"כפר יעבץ","Kefar Ya'bez",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",196940,686790,32.27463,34.96551,676,411,"מערב השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
508,"כפר כמא","Kafar Kama",2,"הצפון",22,"כנרת",99,"מועצה מקומית",241570,736380,32.72181,35.4404,3479,222,"גליל תחתון מזרחי",290,"יישוב עירוני","יישובים לא יהודיים 4,999-2,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,
509,"כפר כנא","Kafar Kanna",2,"הצפון",25,"יזרעאל",99,"מועצה מקומית",232340,739050,32.74603,35.34198,23706,237,"הרי נצרת-תירען",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,
387,"כפר מונש","Kefar Monash",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",192310,694880,32.34748,34.91614,926,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
1095,"כפר מימון","Kefar Maymon",6,"הדרום",62,"באר שבע",39,"מועצה אזורית שדות נגב",155890,593550,31.43224,34.5359,427,621,"אזור גרר",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
98,"כפר מל""ל","Kefar Malal",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",190170,674990,32.16806,34.89402,324,421,"דרום השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
510,"כפר מנדא","Kafar Manda",2,"הצפון",24,"עכו",99,"מועצה מקומית",224710,746130,32.80993,35.26061,21073,241,"אזור שפרעם",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",,,,
274,"כפר מנחם","Kefar Menahem",6,"הדרום",61,"אשקלון",35,"מועצה אזורית יואב",184240,626390,31.72962,34.83291,1366,611,"אזור מלאכי",330,"יישוב כפרי","קיבוצים",420,"אשכול רשויות שורק דרומי",,
297,"כפר מסריק","Kefar Masaryk",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",209700,755060,32.89042,35.10024,866,246,"אזור עכו",330,"יישוב כפרי","קיבוצים",212,"אשכול רשויות גליל מערבי",,
512,"כפר מצר","Kafar Misr",2,"הצפון",25,"יזרעאל",66,"מועצה אזורית בוסתן אל-מרג'",239870,727930,32.64565,35.42208,2805,233,"רמת כוכב",290,"יישוב עירוני","יישובים לא יהודיים 4,999-2,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,
764,"כפר מרדכי","Kefar Mordekhay",4,"המרכז",44,"רחובות",32,"מועצה אזורית גדרות",176900,637710,31.83146,34.75497,657,441,"אזור רחובות",310,"יישוב כפרי","מושבים",,,,
316,"כפר נטר","Kefar Netter",4,"המרכז",41,"השרון",19,"מועצה אזורית חוף השרון",188110,686900,32.27541,34.87178,1159,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
345,"כפר סאלד","Kefar Szold",2,"הצפון",21,"צפת",1,"מועצה אזורית הגליל העליון",261750,789000,33.19566,35.65807,716,211,"עמק חולה",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
6900,"כפר סבא","Kefar Sava",4,"המרכז",42,"פתח תקווה",0,"עירייה",191930,676440,32.18119,34.91263,101801,421,"דרום השרון",140,"יישוב עירוני","יישובים יהודיים 199,999-100,000 תושבים",410,"אשכול רשויות השרון",,
107,"כפר סילבר","Kefar Silver",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",163250,620220,31.67314,34.61179,405,614,"אזור אשקלון",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",620,"אשכול רשויות נגב מערבי",,
249,"כפר סירקין","Kefar Sirkin",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",192990,664880,32.07696,34.92419,1543,422,"אזור פתח תקווה",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
875,"כפר עבודה","Kefar Avoda",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",194610,684780,32.25646,34.94083,212,411,"מערב השרון",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",410,"אשכול רשויות השרון",,
845,"כפר עזה","Kefar Azza",6,"הדרום",61,"אשקלון",37,"מועצה אזורית שער הנגב",155550,599250,31.48363,34.53196,765,614,"אזור אשקלון",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
3488,"כפר עציון","Kefar Ezyon",7,"אזור יהודה ושומרון",76,"בית לחם",76,"מועצה אזורית גוש עציון",211030,617450,31.64951,35.11567,1279,,,330,"יישוב כפרי","קיבוצים",,,,
189,"כפר פינס","Kefar Pines",3,"חיפה",32,"חדרה",14,"מועצה אזורית מנשה",200460,710000,32.48399,35.00241,1106,324,"אזור חדרה",310,"יישוב כפרי","מושבים",,,,
634,"כפר קאסם","Kafar Qasem",4,"המרכז",42,"פתח תקווה",0,"עירייה",197690,669090,32.11503,34.97388,24756,422,"אזור פתח תקווה",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",410,"אשכול רשויות השרון",,
388,"כפר קיש","Kefar Kisch",2,"הצפון",22,"כנרת",3,"מועצה אזורית הגליל התחתון",242400,730310,32.66706,35.4491,685,222,"גליל תחתון מזרחי",310,"יישוב כפרי","מושבים",214,"אשכול רשויות הכנרת והעמקים",,
654,"כפר קרע","Kafar Qara",3,"חיפה",32,"חדרה",99,"מועצה מקומית",205090,712400,32.5057,35.05163,19691,323,"הר אלכסנדר",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",,,,
579,"כפר ראש הנקרה","Kefar Rosh HaNiqra",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",211050,776790,33.08637,35.11447,1406,245,"אזור נהריה",330,"יישוב כפרי","קיבוצים",212,"אשכול רשויות גליל מערבי",,
1130,"כפר רוזנואלד (זרעית)","Kefar Rozenwald(Zarit)",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",227290,778310,33.10008,35.28843,237,244,"אזור אילון",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
295,"כפר רופין","Kefar Ruppin",2,"הצפון",23,"יזרעאל",7,"מועצה אזורית עמק המעיינות",252570,707130,32.45778,35.5567,526,231,"עמק בית שאן",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
1166,"כפר רות","Kefar Rut",4,"המרכז",43,"רמלה",25,"מועצה אזורית חבל מודיעין",203020,646340,31.90996,35.03074,285,431,"אזור מודיעין",310,"יישוב כפרי","מושבים",,,,
605,"כפר שמאי","Kefar Shammay",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",243080,762440,32.95675,35.45717,575,212,"גליל עליון מזרחי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
743,"כפר שמואל","Kefar Shemu'el",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",193710,644170,31.89022,34.93237,969,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
267,"כפר שמריהו","Kefar Shemaryahu",5,"תל אביב",51,"תל אביב",99,"מועצה מקומית",183300,677030,32.18626,34.8211,1948,511,"אזור תל אביב",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
47,"כפר תבור","Kefar Tavor",2,"הצפון",22,"כנרת",99,"מועצה מקומית",239720,732500,32.68686,35.42058,4426,222,"גליל תחתון מזרחי",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,
3572,"כפר תפוח","Kefar Tappuah",7,"אזור יהודה ושומרון",73,"טול כרם",72,"מועצה אזורית שומרון",223730,669440,32.11839,35.2498,1522,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
1285,"כרכום","Karkom",2,"הצפון",21,"צפת",55,"מועצה אזורית מבואות החרמון",257190,759490,32.92976,35.60796,517,213,"אזור חצור",370,"יישוב כפרי","יישובים קהילתיים",211,"אשכול רשויות גליל מזרחי",,
664,"כרם בן זמרה","Kerem Ben Zimra",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",244000,771470,33.03815,35.46725,529,212,"גליל עליון מזרחי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
88,"כרם בן שמן","Kerem Ben Shemen",4,"המרכז",43,"רמלה",25,"מועצה אזורית חבל מודיעין",193800,651730,31.9584,34.93312,87,432,"אזור רמלה",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
1094,"כרם יבנה (ישיבה)","Kerem Yavne(Yeshiva)",4,"המרכז",44,"רחובות",29,"מועצה אזורית חבל יבנה",173810,636280,31.81844,34.7224,538,441,"אזור רחובות",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",420,"אשכול רשויות שורק דרומי","ישיבת כרם יבנה",
580,"כרם מהר""ל","Kerem Maharal",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",199380,727980,32.6461,34.99054,767,322,"אזור זכרון יעקב",310,"יישוב כפרי","מושבים",,,,
1085,"כרם שלום","Kerem Shalom",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",131780,571050,31.22777,34.28431,194,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
1264,"כרמי יוסף","Karme Yosef",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",192560,639460,31.84772,34.92034,1757,432,"אזור רמלה",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
3766,"כרמי צור","Karme Zur",7,"אזור יהודה ושומרון",77,"חברון",76,"מועצה אזורית גוש עציון",209610,612960,31.609,35.10075,964,,,370,"יישוב כפרי","יישובים קהילתיים",,,,
1374,"כרמי קטיף","Karme Katif",6,"הדרום",61,"אשקלון",50,"מועצה אזורית לכיש",191670,605080,31.53764,34.91192,649,612,"אזור לכיש",370,"יישוב כפרי","יישובים קהילתיים",,,,
1139,"כרמיאל","Karmi'el",2,"הצפון",24,"עכו",0,"עירייה",227620,757340,32.91099,35.29178,46311,242,"אזור כרמיאל",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",210,"אשכול רשויות בית הכרם הגלילי",,
768,"כרמייה","Karmiyya",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",156580,612720,31.60516,34.54194,651,614,"אזור אשקלון",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
1198,"כרמים","Keramim",6,"הדרום",62,"באר שבע",41,"מועצה אזורית בני שמעון",192200,582480,31.33383,34.91812,526,623,"אזור באר שבע",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
3656,"כרמל","Karmel",7,"אזור יהודה ושומרון",77,"חברון",78,"מועצה אזורית הר חברון",217390,593280,31.43155,35.18278,467,,,320,"יישוב כפרי","מושבים שיתופיים",710,"אשכול רשויות יהודה ושומרון",,
1207,"לבון","Lavon",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",227160,760840,32.94256,35.28689,727,243,"אזור יחיעם",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",210,"אשכול רשויות בית הכרם הגלילי",,
585,"לביא","Lavi",2,"הצפון",22,"כנרת",3,"מועצה אזורית הגליל התחתון",241710,743660,32.78745,35.44207,616,222,"גליל תחתון מזרחי",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
1230,"לבנים","Livnim",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",246610,752140,32.8638,35.49462,473,214,"אזור גליל תחתון מרכזי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
2023,"להב","Lahav",6,"הדרום",62,"באר שבע",41,"מועצה אזורית בני שמעון",187510,587540,31.37934,34.86868,656,623,"אזור באר שבע",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
380,"להבות הבשן","Lahavot HaBashan",2,"הצפון",21,"צפת",1,"מועצה אזורית הגליל העליון",260780,782990,33.14151,35.6474,922,211,"עמק חולה",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
715,"להבות חביבה","Lahavot Haviva",3,"חיפה",32,"חדרה",14,"מועצה אזורית מנשה",201090,700130,32.395,35.0093,1062,324,"אזור חדרה",330,"יישוב כפרי","קיבוצים",,,,
1271,"להבים","Lehavim",6,"הדרום",62,"באר שבע",99,"מועצה מקומית",182230,586500,31.36981,34.81321,6977,623,"אזור באר שבע",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",,,,
7000,"לוד","Lod",4,"המרכז",43,"רמלה",0,"עירייה",189540,650970,31.95144,34.88808,82629,432,"אזור רמלה",150,"יישוב עירוני","יישובים יהודיים 99,999-50,000 תושבים",,,,
52,"לוזית","Luzit",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",189310,621640,31.68693,34.88656,862,112,"שפלת יהודה",310,"יישוב כפרי","מושבים",,,,
595,"לוחמי הגיטאות","Lohame HaGeta'ot",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",209500,763190,32.96373,35.09802,816,245,"אזור נהריה",330,"יישוב כפרי","קיבוצים",212,"אשכול רשויות גליל מערבי",,
1171,"לוטם","Lotem",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",233770,754230,32.88289,35.35747,783,242,"אזור כרמיאל",330,"יישוב כפרי","קיבוצים",210,"אשכול רשויות בית הכרם הגלילי",,
1255,"לוטן","Lotan",6,"הדרום",62,"באר שבע",53,"מועצה אזורית חבל אילות",208130,433220,29.98777,35.08714,202,625,"הערבה",330,"יישוב כפרי","קיבוצים",610,"אשכול רשויות נגב מזרחי",,
674,"לימן","Liman",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",210890,773860,33.05995,35.11278,674,245,"אזור נהריה",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
24,"לכיש","Lakhish",6,"הדרום",61,"אשקלון",50,"מועצה אזורית לכיש",185050,607720,31.56127,34.84212,800,612,"אזור לכיש",310,"יישוב כפרי","מושבים",,,,
1310,"לפיד","Lappid",4,"המרכז",43,"רמלה",25,"מועצה אזורית חבל מודיעין",203200,647170,31.91745,35.03263,2322,431,"אזור מודיעין",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",,,,
1173,"לפידות","Lappidot",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",224820,762650,32.95889,35.26188,129,243,"אזור יחיעם",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
1060,"לקיה","Laqye",6,"הדרום",62,"באר שבע",99,"מועצה מקומית",187350,581420,31.32414,34.86719,15294,623,"אזור באר שבע",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",620,"אשכול רשויות נגב מערבי",,
2055,"מאור","Ma'or",3,"חיפה",32,"חדרה",14,"מועצה אזורית מנשה",200790,703410,32.42457,35.00605,1442,324,"אזור חדרה",310,"יישוב כפרי","מושבים",,,,
102,"מאיר שפיה","Me'ir Shefeya",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",197560,721900,32.59124,34.97128,352,322,"אזור זכרון יעקב",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
771,"מבוא ביתר","Mevo Betar",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",210160,625540,31.72246,35.10642,1013,111,"הרי יהודה",320,"יישוב כפרי","מושבים שיתופיים",,,,
3569,"מבוא דותן","Mevo Dotan",7,"אזור יהודה ושומרון",71,"ג'נין",72,"מועצה אזורית שומרון",216660,702980,32.42085,35.17478,509,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
3709,"מבוא חורון","Mevo Horon",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",203430,639610,31.84927,35.03519,2694,,,192,"יישוב עירוני","מושבים שיתופיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
4204,"מבוא חמה","Mevo Hamma",2,"הצפון",29,"גולן",71,"מועצה אזורית גולן",261720,738210,32.73772,35.65542,459,294,"גולן דרומי",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
1141,"מבוא מודיעים","Mevo Modi'im",4,"המרכז",43,"רמלה",25,"מועצה אזורית חבל מודיעין",198920,648960,31.93352,34.98734,247,431,"אזור מודיעין",370,"יישוב כפרי","יישובים קהילתיים",,,,
1318,"מבואות ים","Mevo'ot Yam",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",187820,701080,32.40327,34.86823,365,411,"מערב השרון",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
3825,"מבואות יריחו","Mevo'ot Yeriho",7,"אזור יהודה ושומרון",75,"ירדן-יריחו",75,"מועצה אזורית ערבות הירדן",239660,645890,31.90584,35.4181,228,,,370,"יישוב כפרי","יישובים קהילתיים",,,,
1080,"מבועים","Mabbu'im",6,"הדרום",62,"באר שבע",42,"מועצה אזורית מרחבים",167190,595440,31.44985,34.65465,1250,621,"אזור גרר",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",620,"אשכול רשויות נגב מערבי",,
829,"מבטחים","Mivtahim",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",143570,572360,31.24041,34.40794,463,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
573,"מבקיעים","Mavqi'im",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",159910,614590,31.6222,34.57692,508,614,"אזור אשקלון",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
1015,"מבשרת ציון","Mevasseret Ziyyon",1,"ירושלים",11,"ירושלים",99,"מועצה מקומית",214410,634120,31.79986,35.15122,24943,111,"הרי יהודה",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,,"מבשרת ירושלים,מעוז ציון א,מעוז ציון ב"
516,"מג'ד אל-כרום","Majd al-Kurum",2,"הצפון",24,"עכו",99,"מועצה מקומית",224140,758460,32.92111,35.25458,15630,242,"אזור כרמיאל",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",210,"אשכול רשויות בית הכרם הגלילי",,
4201,"מג'דל שמס","Majdal Shams",2,"הצפון",29,"גולן",99,"מועצה מקומית",272170,796590,33.26364,35.77025,11404,291,"אזור החרמון",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",211,"אשכול רשויות גליל מזרחי",,
481,"מגאר","Mughar",2,"הצפון",22,"כנרת",0,"עירייה",238890,754700,32.88705,35.41219,23625,222,"גליל תחתון מזרחי",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,
689,"מגדים","Megadim",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",196450,737270,32.72981,34.95908,1388,321,"חוף הכרמל",310,"יישוב כפרי","מושבים",,,,
65,"מגדל","Migdal",2,"הצפון",22,"כנרת",99,"מועצה מקומית",247440,749350,32.83862,35.5034,1988,221,"כנרות",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",214,"אשכול רשויות הכנרת והעמקים",,
874,"מגדל העמק","Migdal HaEmeq",2,"הצפון",23,"יזרעאל",0,"עירייה",223100,731520,32.6782,35.24336,26029,237,"הרי נצרת-תירען",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,
3561,"מגדל עוז","Migdal Oz",7,"אזור יהודה ושומרון",76,"בית לחם",76,"מועצה אזורית גוש עציון",213590,616410,31.64014,35.14267,566,,,330,"יישוב כפרי","קיבוצים",,,,
3751,"מגדלים","Migdalim",7,"אזור יהודה ושומרון",72,"שכם",72,"מועצה אזורית שומרון",232480,666370,32.09064,35.34247,543,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
586,"מגידו","Megiddo",2,"הצפון",23,"יזרעאל",13,"מועצה אזורית מגידו",217130,720680,32.58046,35.17973,858,234,"עמק יזרעאל",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
375,"מגל","Maggal",3,"חיפה",32,"חדרה",14,"מועצה אזורית מנשה",203350,699100,32.38575,35.03334,1177,324,"אזור חדרה",330,"יישוב כפרי","קיבוצים",,,,
695,"מגן","Magen",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",145430,578930,31.29978,34.42698,537,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
1155,"מגן שאול","Magen Sha'ul",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",229140,714120,32.52126,35.30758,734,234,"עמק יזרעאל",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
722,"מגשימים","Magshimim",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",190600,661520,32.04661,34.89898,1090,422,"אזור פתח תקווה",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
2029,"מדרך עוז","Midrakh Oz",2,"הצפון",23,"יזרעאל",13,"מועצה אזורית מגידו",215150,722300,32.59506,35.15864,828,234,"עמק יזרעאל",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
1140,"מדרשת בן גוריון","Midreshet Ben Gurion",6,"הדרום",62,"באר שבע",48,"מועצה אזורית רמת נגב",179090,529180,30.85273,34.7825,1956,626,"הר הנגב הצפוני",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",610,"אשכול רשויות נגב מזרחי",,
897,"מדרשת רופין","Midreshet Ruppin",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",191920,694290,32.34215,34.91201,228,411,"מערב השרון",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
